,id,origin,title,author,description,full_entry
3011,3011,Canadian,"Marzipan Fruit Basket, The",Lucy E. M. Black,"The stories in this collection are unifed by a sense of dislocation. In each of the pieces, there is an underlying element of disturbance and disharmony. ...","Marzipan Fruit Basket, The by Lucy E. M. Black: The stories in this collection are unifed by a sense of dislocation. In each of the pieces, there is an underlying element of disturbance and disharmony. ..."
3012,3012,Canadian,Más que un matrimonio de conveniencia,Dani Collins,"Todo empezó con una firma?Rico, poderoso y con una hermosa mujer, parecía que el magnate griego Gideon Vozaras lo tenía todo. Lo que el mundo no sabía era ...","Más que un matrimonio de conveniencia by Dani Collins: Todo empezó con una firma?Rico, poderoso y con una hermosa mujer, parecía que el magnate griego Gideon Vozaras lo tenía todo. Lo que el mundo no sabía era ..."
3013,3013,Canadian,Matadora,Elizabeth Ruth,"Set in Spain and Mexico during the 1930s, Matadora tells the story of Luna Caballero Garcia, an impoverished and intrepid servant attempting to make her name ...","Matadora by Elizabeth Ruth: Set in Spain and Mexico during the 1930s, Matadora tells the story of Luna Caballero Garcia, an impoverished and intrepid servant attempting to make her name ..."
3014,3014,Canadian,Mathilda,Mary Shelley,"Mary Shelley’s Mathilda, the story of one woman’s existential struggle after learning of her father’s desire for her, has been identified as Shelley’s ...","Mathilda by Mary Shelley: Mary Shelley’s Mathilda, the story of one woman’s existential struggle after learning of her father’s desire for her, has been identified as Shelley’s ..."
3015,3015,Canadian,Mating for Life,Marissa Stapley,"With pitch-perfect honesty and heartwarming humor, this captivating debut explores marriage, motherhood, identity, and what it takes to love someone—family ...","Mating for Life by Marissa Stapley: With pitch-perfect honesty and heartwarming humor, this captivating debut explores marriage, motherhood, identity, and what it takes to love someone—family ..."
3016,3016,Canadian,MATRIMONIO EQUIVOCADO,Barbara Dunlop,"Se convertiría en la esposa del mejor postor?Si quería salvar la fortuna familiar, el millonario Jack Osland tendría que casarse con una mujer a la que ...","MATRIMONIO EQUIVOCADO by Barbara Dunlop: Se convertiría en la esposa del mejor postor?Si quería salvar la fortuna familiar, el millonario Jack Osland tendría que casarse con una mujer a la que ..."
3017,3017,Canadian,"Matter of Life and Death or Something, A",Ben Stephenson,"Short-listed for the International IMPAC DUBLIN Literary Award.The big-hearted story of a ten-year-old boy, a notebook and the meaning of the universe.Even ...","Matter of Life and Death or Something, A by Ben Stephenson: Short-listed for the International IMPAC DUBLIN Literary Award.The big-hearted story of a ten-year-old boy, a notebook and the meaning of the universe.Even ..."
3018,3018,Canadian,Matter of Malice,Thomas King,"When a TV producer asks Thumps to assist with an episode about a local woman from a wealthy family whose death was ruled “misadventure,” he is reluctant to ...","Matter of Malice by Thomas King: When a TV producer asks Thumps to assist with an episode about a local woman from a wealthy family whose death was ruled “misadventure,” he is reluctant to ..."
3019,3019,Canadian,Matter With Morris,David Bergen,"Shortlisted for the 2010 Scotiabank Giller Prize!When Morris Schutt, a prominent newspaper columnist, surveys his life over the past year, he sees disaster ...","Matter With Morris by David Bergen: Shortlisted for the 2010 Scotiabank Giller Prize!When Morris Schutt, a prominent newspaper columnist, surveys his life over the past year, he sees disaster ..."
3020,3020,Canadian,Matthew's Children,C.J. Carmichael,"The rumor at their law firm claims that Jane Prentice is the reason for Matthew Gray’s divorce. Matt only wishes it were true. Ever since his marriage ended, ...","Matthew's Children by C.J. Carmichael: The rumor at their law firm claims that Jane Prentice is the reason for Matthew Gray’s divorce. Matt only wishes it were true. Ever since his marriage ended, ..."
3021,3021,Canadian,Maverick Christmas Surprise,Brenda Harlen,A GIFT THE COWBOY DIDN’T EXPECT The last thing Wilder Crawford expected was to find a baby on his doorstep on Christmas morning. His baby? Maybe—and he ...,Maverick Christmas Surprise by Brenda Harlen: A GIFT THE COWBOY DIDN’T EXPECT The last thing Wilder Crawford expected was to find a baby on his doorstep on Christmas morning. His baby? Maybe—and he ...
3022,3022,Canadian,Mayonnaise,Éric Plamondon,"Writer Richard Brautigan was a counter-cultural icon of the 1960s. In Mayonnaise, the second novel of Éric Plamondon's 1984 Trilogy, narrator Gabriel Rivages ...","Mayonnaise by Éric Plamondon: Writer Richard Brautigan was a counter-cultural icon of the 1960s. In Mayonnaise, the second novel of Éric Plamondon's 1984 Trilogy, narrator Gabriel Rivages ..."
3023,3023,Canadian,Meadowlark,Wendi Stewart,SHORTLISTED FOR THE SECOND ANNUAL KOBO EMERGING WRITER PRIZE - LITERARY FICTIONWhen her family's car goes through the ice on Rainy Lake one cold March day in ...,Meadowlark by Wendi Stewart: SHORTLISTED FOR THE SECOND ANNUAL KOBO EMERGING WRITER PRIZE - LITERARY FICTIONWhen her family's car goes through the ice on Rainy Lake one cold March day in ...
3024,3024,Canadian,Mean Boy,Lynn Coady,"Earnest, small-town Lawrence Campbell is fascinated by his poetry professor, the charismatic and uncompromising Jim Arsenault. Larry is determined to escape a ...","Mean Boy by Lynn Coady: Earnest, small-town Lawrence Campbell is fascinated by his poetry professor, the charismatic and uncompromising Jim Arsenault. Larry is determined to escape a ..."
3025,3025,Canadian,Mean Season,Salvatore Difalco,It is 1980. The buildings and storefronts at Barton Street and Sherman Avenue are dilapidated remnants of Hamilton's once-thriving steel industry. The corner ...,Mean Season by Salvatore Difalco: It is 1980. The buildings and storefronts at Barton Street and Sherman Avenue are dilapidated remnants of Hamilton's once-thriving steel industry. The corner ...
3026,3026,Canadian,Measured for Murder,Janet Brons,The third instalment in the Arthur Ellis award-nominated Forsyth and Hay mystery series.Detective Chief Inspector Stephen Hay of Scotland Yard believes he is ...,Measured for Murder by Janet Brons: The third instalment in the Arthur Ellis award-nominated Forsyth and Hay mystery series.Detective Chief Inspector Stephen Hay of Scotland Yard believes he is ...
3027,3027,Canadian,Medicine River,Thomas King,"&nbsp;When Will returns to Medicine River, he thinks he is simply attending his mother’s funeral. He doesn’t count on Harlen Bigbear and his unique brand of ...","Medicine River by Thomas King: &nbsp;When Will returns to Medicine River, he thinks he is simply attending his mother’s funeral. He doesn’t count on Harlen Bigbear and his unique brand of ..."
3028,3028,Canadian,Medicine Road,Charles de Lint,"Music, Mischief, and MagicLaurel and Bess Dillard are charismatic bluegrass musicians enjoying the success of their first Southwestern tour. But the Dillard ...","Medicine Road by Charles de Lint: Music, Mischief, and MagicLaurel and Bess Dillard are charismatic bluegrass musicians enjoying the success of their first Southwestern tour. But the Dillard ..."
3029,3029,Canadian,Medicine Walk,Richard Wagamese,"&nbsp;&nbsp;By the celebrated author of Canada Reads Finalist Indian Horse, a stunning new novel that has all the timeless qualities of a classic, as it tells the ...","Medicine Walk by Richard Wagamese: &nbsp;&nbsp;By the celebrated author of Canada Reads Finalist Indian Horse, a stunning new novel that has all the timeless qualities of a classic, as it tells the ..."
3030,3030,Canadian,Meet Me Under the Mistletoe,Cara Colter,Back at the Christmas tree farm?&nbsp;Hanna Merrifield's childhood family home was once where everyone came to buy their Christmas trees on snowy evenings. Now ...,Meet Me Under the Mistletoe by Cara Colter: Back at the Christmas tree farm?&nbsp;Hanna Merrifield's childhood family home was once where everyone came to buy their Christmas trees on snowy evenings. Now ...
3031,3031,Canadian,Meet You There,Jessica Wallace,"Robin Kent doesn't understand how everyone around her, including her husband, is so certain of everything. The only explanation is that they're all following ...","Meet You There by Jessica Wallace: Robin Kent doesn't understand how everyone around her, including her husband, is so certain of everything. The only explanation is that they're all following ..."
3032,3032,Canadian,Melt,Heidi Wicks,"Jess is a sensitive creature of habit. Cait is her passionate and impulsive best friend. And in Melt, Heidi Wicks follows the lives of these characters from ...","Melt by Heidi Wicks: Jess is a sensitive creature of habit. Cait is her passionate and impulsive best friend. And in Melt, Heidi Wicks follows the lives of these characters from ..."
3033,3033,Canadian,"Melting Queen, The",Bruce Cinnamon,"Every year since 1904, when the ice breaks up on the North Saskatchewan River, Edmonton has crowned a Melting Queen--a woman who presides over the Melting Day ...","Melting Queen, The by Bruce Cinnamon: Every year since 1904, when the ice breaks up on the North Saskatchewan River, Edmonton has crowned a Melting Queen--a woman who presides over the Melting Day ..."
3034,3034,Canadian,Memoir of a Good Death,Anne Sorbie,"This is a story of family, of death, and of the art of living. It is also the story of the ties that bind a mother to a daughter and the dynamics that govern ...","Memoir of a Good Death by Anne Sorbie: This is a story of family, of death, and of the art of living. It is also the story of the ties that bind a mother to a daughter and the dynamics that govern ..."
3035,3035,Canadian,Memoirs and Misinformation,Jim Carrey,"&quot;None of this is real and all of it is true.&quot; --Jim CarreyFrom movie star Jim Carrey and novelist Dana Vachon, a fearless and semi-autobiographical novel ...","Memoirs and Misinformation by Jim Carrey: &quot;None of this is real and all of it is true.&quot; --Jim CarreyFrom movie star Jim Carrey and novelist Dana Vachon, a fearless and semi-autobiographical novel ..."
3036,3036,Canadian,Memoirs of a Neurotic Zombie,Jeff Norton,'My name is Adam Meltzer and the last thing I remember was being stung by a bee while swinging at a robot-shaped piñata on my twelfth birthday. I was dead ...,Memoirs of a Neurotic Zombie by Jeff Norton: 'My name is Adam Meltzer and the last thing I remember was being stung by a bee while swinging at a robot-shaped piñata on my twelfth birthday. I was dead ...
3037,3037,Canadian,Memoirs of a Woman of Pleasure,John Cleland,"This is a scholarly edition addressing different expectations of the readership, by including both the original text and an updated version. In the former, ...","Memoirs of a Woman of Pleasure by John Cleland: This is a scholarly edition addressing different expectations of the readership, by including both the original text and an updated version. In the former, ..."
